id,name,gender,yearOfBirth,birthCity,birthState,yearOfDeath,deathCity,deathState,url
134,"Dalziel, Thomas",None,1823,Wooler,United Kingdom,1906,Herne Bay,United Kingdom,http://www.tate.org.uk/art/artists/thomas-dalziel-134
2553,"Damer, Anne Seymour",None,1748,Sundridge,United Kingdom,1828,London,United Kingdom,http://www.tate.org.uk/art/artists/anne-seymour-damer-2553
135,"Danby, Francis",None,1793,Wexford,Éire,1861,Exmouth,United Kingdom,http://www.tate.org.uk/art/artists/francis-danby-135
2423,"Dance, George",None,1741,London,United Kingdom,1825,London,United Kingdom,http://www.tate.org.uk/art/artists/george-dance-2423
136,"Dance-Holland, Sir Nathaniel",None,1735,London,United Kingdom,1811,Winchester,United Kingdom,http://www.tate.org.uk/art/artists/sir-nathaniel-dance-holland-136
137,"Daniell, Thomas",None,1749,Chertsey,United Kingdom,1840,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-daniell-137
138,"Daniell, William",None,1769,Chertsey,United Kingdom,1837,London,United Kingdom,http://www.tate.org.uk/art/artists/william-daniell-138
975,"Daniels, Harvey",None,1936,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/harvey-daniels-975
7349,"Daniëls, René",None,1950,Eindhoven,Nederland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rene-daniels-7349
12114,"Dant, Adam",None,1967,Cambridge,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/adam-dant-12114
976,"Darboven, Hanne",None,1941,München,Deutschland,2009,Hamburg,Deutschland,http://www.tate.org.uk/art/artists/hanne-darboven-976
2241,"D'Arcangelo, Allan",None,1930,Buffalo,United States,0,New York,United States,http://www.tate.org.uk/art/artists/allan-darcangelo-2241
2267,"Davenport, Ian",None,1966,Sidcup,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ian-davenport-2267
2295,"Davey, Grenville",None,1961,Launceston,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/grenville-davey-2295
14881,"Davey, Moyra",None,1958,Toronto,Canada,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/moyra-davey-14881
978,"David, Allen",None,1926,Bombay,Bharat,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/allen-david-978
8314,"David, Enrico",None,1966,Ancona,Italia,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/enrico-david-8314
13353,"Davidson, Bruce",None,1933,Oak Park,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bruce-davidson-13353
979,"Davie, Alan",None,1920,Grangemouth,United Kingdom,2014,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-davie-979
980,"Davies, John",None,1946,Cheshire,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-davies-980
2667,"Davies, Peter",None,1970,Edinburgh,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-davies-2667
2491,"Davis, Edward Thompson, of Worcester",None,1833,Worcester,United Kingdom,1867,Roma,Italia,http://www.tate.org.uk/art/artists/edward-thompson-davis-of-worcester-2491
981,"Davis, Gene",None,1920,Washington,United States,1985,Washington,United States,http://www.tate.org.uk/art/artists/gene-davis-981
139,"Davis, Henry William Banks",None,1833,London,United Kingdom,1914,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-william-banks-davis-139
140,"Davis, John Scarlett",None,1804,Leominster,United Kingdom,1845,London,United Kingdom,http://www.tate.org.uk/art/artists/john-scarlett-davis-140
2285,"Davis, Lady",None,1866,London,United Kingdom,1941,Romsey,United Kingdom,http://www.tate.org.uk/art/artists/lady-davis-nee-mary-halford-2285
982,"Davis, Ron",None,1937,Santa Monica,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ron-davis-982
2381,"Davis, Stuart",None,1894,Philadelphia,United States,1964,New York,United States,http://www.tate.org.uk/art/artists/stuart-davis-2381
141,"Davis, William",None,1812,Dublin,Éire,1873,London,United Kingdom,http://www.tate.org.uk/art/artists/william-davis-141
983,"Davison, Francis",None,1919,London,United Kingdom,1984,Unknown,Unknown,http://www.tate.org.uk/art/artists/francis-davison-983
142,"Dawe, George",None,1781,London,Unknown,1829,Greater London,United Kingdom,http://www.tate.org.uk/art/artists/george-dawe-142
984,"Daws, Lawrence",None,1927,Adelaide,Australia,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lawrence-daws-984
143,"Dayes, Edward",None,1763,London,United Kingdom,1804,London,United Kingdom,http://www.tate.org.uk/art/artists/edward-dayes-143
734,"De Belleroche, Count Albert",None,1864,Swansea,United Kingdom,1944,Southwell,United Kingdom,http://www.tate.org.uk/art/artists/count-albert-de-belleroche-734
902,"De Chirico, Giorgio",None,1888,Vólos,Ellás,1978,Roma,Italia,http://www.tate.org.uk/art/artists/giorgio-de-chirico-902
985,"De Francia, Peter",None,1921,Paris,France,2012,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-de-francia-985
2192,"De Glehn, Wilfred Gabriel",None,1870,London,United Kingdom,1951,Wiltshire,United Kingdom,http://www.tate.org.uk/art/artists/wilfred-gabriel-de-glehn-2192
1219,"De Grey, Sir Roger",None,1918,Buckinghamshire,United Kingdom,1995,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-roger-de-grey-1219
1385,"De Karlowska, Stanislawa",None,1876,Polska,Unknown,1952,London,United Kingdom,http://www.tate.org.uk/art/artists/stanislawa-de-karlowska-1385
145,"De Loutherbourg, Philip James",None,1740,Basel,Schweiz,1812,Chiswick,United Kingdom,http://www.tate.org.uk/art/artists/philip-james-de-loutherbourg-145
1556,"De Maistre, Roy",None,1894,Bowral,Australia,1968,London,United Kingdom,http://www.tate.org.uk/art/artists/roy-de-maistre-1556
2354,"De Monchaux, Cathy",None,1960,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/cathy-de-monchaux-2354
1850,"De Rivera, José",None,1904,West Baton Rouge,United States,1985,New York,United States,http://www.tate.org.uk/art/artists/jose-de-rivera-1850
148,"De Wint, Peter",None,1784,Stone,United Kingdom,1849,London,United Kingdom,http://www.tate.org.uk/art/artists/peter-de-wint-148
2492,"Deacon, James",None,1710,Unknown,Unknown,1750,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-deacon-2492
986,"Deacon, Richard",None,1949,Bangor,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-deacon-986
987,"Dean, Catherine",None,1905,Liverpool,United Kingdom,1983,Unknown,Unknown,http://www.tate.org.uk/art/artists/catherine-dean-987
2675,"Dean, Tacita",None,1965,Canterbury,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tacita-dean-2675
2282,"Deeble, W.",None,1819,Unknown,Unknown,1819,Unknown,Unknown,http://www.tate.org.uk/art/artists/w-deeble-2282
988,"Degas, Edgar",None,1834,Paris,France,1917,Paris,France,http://www.tate.org.uk/art/artists/edgar-degas-988
989,"Dehn, Adolf",None,1895,Waterville,United States,1963,New York,United States,http://www.tate.org.uk/art/artists/adolf-dehn-989
990,"Dekkers, Ad",None,1938,Zuid-Holland,Nederland,1974,Gorinchem,Nederland,http://www.tate.org.uk/art/artists/ad-dekkers-990
14771,"Delahaye, Luc",None,1962,Tours,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/luc-delahaye-14771
144,"Delamotte, William Alfred",None,1775,Weymouth,United Kingdom,1863,Oxford,United Kingdom,http://www.tate.org.uk/art/artists/william-alfred-delamotte-144
991,"DeLap, Tony",None,1927,Oakland,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tony-delap-991
992,"Delaunay, Robert",None,1885,Paris,France,1941,Montpellier,France,http://www.tate.org.uk/art/artists/robert-delaunay-992
993,"Delaunay, Sonia",None,1885,Gradizhsk,Ukrayina,1979,Paris,France,http://www.tate.org.uk/art/artists/sonia-delaunay-993
3034,"Deller, Jeremy",None,1966,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jeremy-deller-3034
994,"Delvaux, Paul",None,1897,België,Unknown,1994,Veurne,Unknown,http://www.tate.org.uk/art/artists/paul-delvaux-994
2641,"Demand, Thomas",None,1964,München,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/thomas-demand-2641
995,"Demnig, Gunter",None,1947,Berlin,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/gunter-demnig-995
2493,"Denham, John Charles",None,1796,Unknown,Unknown,1858,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-charles-denham-2493
5669,"Deni, Viktor",None,1893,Unknown,Unknown,1946,Unknown,Unknown,http://www.tate.org.uk/art/artists/viktor-deni-5669
2598,"Denis, Dominic",None,1963,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/dominic-denis-2598
2647,"Denner, Balthasar",None,1685,Altona,Deutschland,1749,Rostock,Deutschland,http://www.tate.org.uk/art/artists/balthasar-denner-2647
2294,"Dennis, Jeffrey",None,1958,Colchester,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jeffrey-dennis-2294
997,"Denny, Robyn",None,1930,Abinger,United Kingdom,2014,Unknown,Unknown,http://www.tate.org.uk/art/artists/robyn-denny-997
2242,"Dentith, Henry",None,1931,Birmingham,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-dentith-d-henry-2242
998,"Derain, André",None,1880,Chatou,France,1954,Garches,France,http://www.tate.org.uk/art/artists/andre-derain-998
146,"Des Granges, David",None,1611,London,United Kingdom,1675,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-des-granges-146
999,"Desnoyer, François",None,1894,Montauban,France,1972,Perpignan,France,http://www.tate.org.uk/art/artists/francois-desnoyer-999
1000,"Despiau, Charles",None,1874,Mont-de-Marsan,France,1946,Paris,France,http://www.tate.org.uk/art/artists/charles-despiau-1000
1001,"Devas, Anthony",None,1911,Bromley,United Kingdom,1958,London,United Kingdom,http://www.tate.org.uk/art/artists/anthony-devas-1001
147,"Deverell, Walter Howell",None,1827,Charlottesville,United States,1854,London,United Kingdom,http://www.tate.org.uk/art/artists/walter-howell-deverell-147
2223,"Devis, Anthony",None,1729,Preston,United Kingdom,1816,Surrey,United Kingdom,http://www.tate.org.uk/art/artists/anthony-devis-2223
2799,"Devis, Arthur",None,1711,Preston,United Kingdom,1787,Brighton,United Kingdom,http://www.tate.org.uk/art/artists/arthur-devis-2799
2542,"Devoto, John",None,1708,Unknown,Unknown,1752,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-devoto-2542
6327,"di Suvero, Mark",None,1933,Shanghai,Zhonghua,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mark-di-suvero-6327
6218,"Diaz Morales, Sebastian",None,1975,Comodoro Rivadavia,Argentina,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sebastian-diaz-morales-6218
1002,"Dibbets, Jan",None,1941,Weert,Nederland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jan-dibbets-1002
1003,"Dick, Sir William Reid",None,1878,Glasgow,United Kingdom,1961,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-reid-dick-1003
2645,"Dickenson, Mark",None,1972,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mark-dickenson-2645
149,"Dicksee, Sir Frank",None,1853,London,United Kingdom,1928,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-frank-dicksee-149
1004,"Diebenkorn, Richard",None,1922,Portland,United States,1993,Berkeley,United States,http://www.tate.org.uk/art/artists/richard-diebenkorn-1004
12631,"Dietman, Erik",None,1937,Jönköping,Sverige,2002,Paris,France,http://www.tate.org.uk/art/artists/erik-dietman-12631
150,"Dighton, William Edward",None,1822,Unknown,Unknown,1853,Hampstead,United Kingdom,http://www.tate.org.uk/art/artists/william-edward-dighton-150
2666,"Dijkstra, Rineke",None,1959,Sittard,Nederland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rineke-dijkstra-2666
1005,"Dillon, Michael",None,1941,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-dillon-1005
1006,"Dilworth, Norman",None,1931,Wigan,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/norman-dilworth-1006
1007,"Dimitrienko, Pierre",None,1925,Paris,France,1974,Paris,France,http://www.tate.org.uk/art/artists/pierre-dimitrienko-1007
1008,"Dimitrijevic, Braco",None,1948,Sarajevo,Bosna i Hercegovina,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/braco-dimitrijevic-1008
1009,"Dine, Jim",None,1935,Cincinnati,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jim-dine-1009
1010,"Dinkel, Ernest M.",None,1894,Huddersfield,United Kingdom,1983,Unknown,Unknown,http://www.tate.org.uk/art/artists/ernest-m-dinkel-1010
2789,"Dion, Mark",None,1961,New Bedford,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mark-dion-2789
1011,"Disler, Martin",None,1949,Solothurn,Schweiz,1996,Genève,Schweiz,http://www.tate.org.uk/art/artists/martin-disler-1011
1012,"Dismorr, Jessica",None,1885,Gravesend,United Kingdom,1939,Unknown,Unknown,http://www.tate.org.uk/art/artists/jessica-dismorr-1012
6758,"Dittborn, Eugenio",None,1943,Santiago,Chile,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/eugenio-dittborn-6758
1013,"Dixon, Harry",None,1861,Watford,United Kingdom,1942,Finchley,United Kingdom,http://www.tate.org.uk/art/artists/harry-dixon-1013
151,"Dixon, William",None,1784,Unknown,Unknown,1834,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-dixon-151
1014,"Dobson, Frank",None,1888,London,United Kingdom,1963,London,United Kingdom,http://www.tate.org.uk/art/artists/frank-dobson-1014
153,"Dobson, William",None,1611,London,United Kingdom,1646,London,United Kingdom,http://www.tate.org.uk/art/artists/william-dobson-153
152,"Dobson, William Charles Thomas",None,1817,Unknown,Unknown,1898,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-charles-thomas-dobson-152
1015,"Dodd, Francis",None,1874,Holyhead,United Kingdom,1949,Blackheath,United Kingdom,http://www.tate.org.uk/art/artists/francis-dodd-1015
1016,"Dodgson, John",None,1890,Murree,Pakistan,1969,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-dodgson-1016
1017,"Doesburg, Theo van",None,1883,Utrecht,Nederland,1931,Davos,Schweiz,http://www.tate.org.uk/art/artists/theo-van-doesburg-1017
2732,"Doherty, Willie",None,1959,Derrybrien,Éire,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/willie-doherty-2732
2361,"Doig, Peter",None,1959,Edinburgh,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-doig-2361
1018,"Domjan, Joseph",None,1907,Magyarország,Unknown,1992,Unknown,Unknown,http://www.tate.org.uk/art/artists/joseph-domjan-1018
1019,"Donagh, Rita",None,1939,Wednesbury,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rita-donagh-1019
154,"Donaldson, Andrew Brown",None,1840,London,United Kingdom,1919,Unknown,Unknown,http://www.tate.org.uk/art/artists/andrew-brown-donaldson-154
1020,"Donaldson, Antony",None,1939,Godalming,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/antony-donaldson-1020
8143,"Donnelly, Trisha",None,1974,San Francisco,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/trisha-donnelly-8143
1021,"Dorazio, Piero",None,1927,Roma,Italia,2005,Unknown,Unknown,http://www.tate.org.uk/art/artists/piero-dorazio-1021
1022,"Dörflinger, Johannes",None,1941,Konstanz,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/johannes-dorflinger-1022
2589,"Doron, Itai",None,1967,Tel Aviv-Yafo,Yisra'el,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/itai-doron-2589
2208,"D'Orsay, Count Alfred",None,1801,Unknown,Unknown,1852,Unknown,Unknown,http://www.tate.org.uk/art/artists/count-alfred-dorsay-2208
1023,"Dotremont, Christian",None,1922,België,Unknown,1979,Unknown,Unknown,http://www.tate.org.uk/art/artists/christian-dotremont-1023
1024,"Dottori, Gerardo",None,1884,Perugia,Italia,1977,Perugia,Italia,http://www.tate.org.uk/art/artists/gerardo-dottori-1024
1025,"Doubleday, John",None,1947,Maldon,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-doubleday-1025
155,"Doughty, William",None,1757,York,United Kingdom,1782,Lisboa,Portugal,http://www.tate.org.uk/art/artists/william-doughty-155
156,"Douglas, Edwin",None,1848,Edinburgh,United Kingdom,1914,Sussex,United Kingdom,http://www.tate.org.uk/art/artists/edwin-douglas-156
157,"Douglas, Sir William Fettes",None,1822,Edinburgh,United Kingdom,1891,Newburgh,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-fettes-douglas-157
3038,"Douglas, Stan",None,1960,Vancouver,Canada,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/stan-douglas-3038
1026,"Dova, Gianni",None,1925,Roma,Italia,1991,Pisa,Italia,http://www.tate.org.uk/art/artists/gianni-dova-1026
158,"Downard, Ebenezer Newman",None,1849,Brighton,United Kingdom,1889,Unknown,Unknown,http://www.tate.org.uk/art/artists/ebenezer-newman-downard-158
13086,"Downey, Juan",None,1940,Unknown,Unknown,1993,Unknown,Unknown,http://www.tate.org.uk/art/artists/juan-downey-13086
159,"Downman, John",None,1750,Ruabon,United Kingdom,1824,Wrexham,United Kingdom,http://www.tate.org.uk/art/artists/john-downman-159
1027,"Downsbrough, Peter",None,1940,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/peter-downsbrough-1027
2350,"Downton, John",None,1906,Kent,United Kingdom,1991,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-downton-2350
1028,"Doyle, John",None,1928,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-doyle-1028
160,"Doyle, John",None,1797,Dublin,Éire,1868,London,United Kingdom,http://www.tate.org.uk/art/artists/john-doyle-160
2424,"Doyle, Richard",None,1824,London,United Kingdom,1883,London,United Kingdom,http://www.tate.org.uk/art/artists/richard-doyle-2424
1029,"Draper, Herbert",None,1863,London,United Kingdom,1920,London,United Kingdom,http://www.tate.org.uk/art/artists/herbert-draper-1029
161,"Dressler, Conrad",None,1856,London,United Kingdom,1940,Loire,France,http://www.tate.org.uk/art/artists/conrad-dressler-161
1030,"Drever, Timothy",None,1935,England,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/timothy-drever-1030
17320,"Drew, Leonardo",None,1961,Tallahassee,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/leonardo-drew-17320
1031,"Droungas, Achilles",None,1940,Piraiévs,Ellás,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/achilles-droungas-1031
8089,"Drtikol, František",None,1883,Príbram,Ceská Republika,1961,Praha,Ceská Republika,http://www.tate.org.uk/art/artists/frantisek-drtikol-8089
1032,"Drummond, Malcolm",None,1880,Berkshire,United Kingdom,1945,Unknown,Unknown,http://www.tate.org.uk/art/artists/malcolm-drummond-1032
163,"Drury, Alfred",None,1856,London,United Kingdom,1944,Wimbledon,United Kingdom,http://www.tate.org.uk/art/artists/alfred-drury-163
1033,"Drysdale, Russell",None,1912,Bognor Regis,United Kingdom,1981,Sydney,Australia,http://www.tate.org.uk/art/artists/russell-drysdale-1033
2679,"Du Bois, Simon",None,1632,Antwerpen,België,1708,London,United Kingdom,http://www.tate.org.uk/art/artists/simon-du-bois-2679
1034,"Dubsky, Mario",None,1939,London,United Kingdom,1985,Unknown,Unknown,http://www.tate.org.uk/art/artists/mario-dubsky-1034
1035,"Dubuffet, Jean",None,1901,Le Havre,France,1985,Paris,France,http://www.tate.org.uk/art/artists/jean-dubuffet-1035
1036,"Duchamp, Marcel",None,1887,Blainville-Crevon,France,1968,Neuilly-sur-Seine,France,http://www.tate.org.uk/art/artists/marcel-duchamp-1036
1037,"Duchamp-Villon, Raymond",None,1876,Damville,France,1918,Cannes,France,http://www.tate.org.uk/art/artists/raymond-duchamp-villon-1037
1045,"Dufresne, Charles",None,1876,Millemont,France,1938,La Seyne-sur-Mer,France,http://www.tate.org.uk/art/artists/charles-dufresne-1045
1038,"Dufy, Raoul",None,1877,Le Havre,France,1953,Forcalquier,France,http://www.tate.org.uk/art/artists/raoul-dufy-1038
1039,"Dugdale, Thomas",None,1880,Blackburn,United Kingdom,1952,London,United Kingdom,http://www.tate.org.uk/art/artists/thomas-dugdale-1039
1040,"Dugger, John",None,1948,Bellflower,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-dugger-1040
12074,"Dughet, Gaspard",None,1615,Unknown,Unknown,1675,Unknown,Unknown,http://www.tate.org.uk/art/artists/gaspard-dughet-12074
2407,"Dumas, Marlene",None,1953,Cape Town,South Africa,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/marlene-dumas-2407
1041,"Dunbar, Evelyn",None,1906,Reading,United Kingdom,1960,Kent,United Kingdom,http://www.tate.org.uk/art/artists/evelyn-dunbar-1041
2284,"Duncombe, Susanna",None,1725,Unknown,Unknown,1812,London,United Kingdom,http://www.tate.org.uk/art/artists/susanna-duncombe-nee-susanna-highmore-2284
2279,"Dunham, Carroll",None,1949,Old Lyme,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carroll-dunham-2279
2619,"Dunker, Balthazar Anton",None,1746,Saal,Deutschland,1807,Berne,Deutschland,http://www.tate.org.uk/art/artists/balthazar-anton-dunker-2619
1042,"Dunlop, Ronald Ossory",None,1894,London,United Kingdom,1973,Unknown,Unknown,http://www.tate.org.uk/art/artists/ronald-ossory-dunlop-1042
1043,"Dunoyer de Segonzac, André",None,1884,Boussy-Saint-Antoine,France,1974,Paris,France,http://www.tate.org.uk/art/artists/andre-dunoyer-de-segonzac-1043
1044,"Dunstan, Bernard",None,1920,Middlesex,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-dunstan-1044
162,"Dupont, Gainsborough",None,1754,Unknown,Unknown,1797,London,United Kingdom,http://www.tate.org.uk/art/artists/gainsborough-dupont-162
9914,"Durant, Sam",None,1961,Seattle,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sam-durant-9914
11953,"Durham, Jimmie",None,1940,Arkansas,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jimmie-durham-11953
1046,"Durrant, Jennifer",None,1942,Brighton,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jennifer-durrant-1046
1047,"Durst, Alan L.",None,1883,Hampshire,United Kingdom,1970,Unknown,Unknown,http://www.tate.org.uk/art/artists/alan-l-durst-1047
164,"Dyce, William",None,1806,Aberdeen,United Kingdom,1864,Streatham,United Kingdom,http://www.tate.org.uk/art/artists/william-dyce-164
6860,"Dzama, Marcel",None,1974,Winnipeg,Canada,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/marcel-dzama-6860
1048,"Dzamonja, Dusan",None,1928,Strumica,Makedonija,2009,Zagreb,Hrvatska,http://www.tate.org.uk/art/artists/dusan-dzamonja-1048
1049,"Eardley, Joan",None,1921,West Sussex,United Kingdom,1963,Unknown,Unknown,http://www.tate.org.uk/art/artists/joan-eardley-1049
16658,"Earnshaw, Anthony",None,1924,Ilkley,United Kingdom,2001,Saltburn-by-the-Sea,United Kingdom,http://www.tate.org.uk/art/artists/anthony-earnshaw-16658
165,"East, Sir Alfred",None,1849,Kettering,United Kingdom,1913,Kettering,United Kingdom,http://www.tate.org.uk/art/artists/sir-alfred-east-165
166,"Eastlake, Sir Charles Lock",None,1793,Plymouth,Unknown,1865,England,United Kingdom,http://www.tate.org.uk/art/artists/sir-charles-lock-eastlake-166
3096,"Edmier, Keith",None,1967,Chicago,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/keith-edmier-3096
167,"Edridge, Henry",None,1769,London,United Kingdom,1821,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-edridge-167
168,"Edwards, Edwin",None,1823,Framlingham,United Kingdom,1879,London,United Kingdom,http://www.tate.org.uk/art/artists/edwin-edwards-168
1050,"Edwards, Jeffery",None,1945,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jeffery-edwards-1050
2252,"Edwards, Sylvia",None,1937,Boston,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/sylvia-edwards-2252
169,"Egg, Augustus Leopold",None,1816,London,United Kingdom,1863,Alger,Al-Jaza'ir,http://www.tate.org.uk/art/artists/augustus-leopold-egg-169
170,"Egley, William Maw",None,1826,London,United Kingdom,1916,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-maw-egley-170
1051,"Ehrlich, Georg",None,1897,Wien,Österreich,1966,Luzern,Schweiz,http://www.tate.org.uk/art/artists/georg-ehrlich-1051
5239,"Eliasson, Olafur",None,1967,København,Danmark,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/olafur-eliasson-5239
10751,"Elkoussy, Hala",None,1974,Al-Qahirah,Misr,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/hala-elkoussy-10751
1053,"Elliott, Geoffrey",None,1935,Derbyshire,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/geoffrey-elliott-1053
171,"Elmore, Alfred",None,1815,Clonakilty,Éire,1881,Unknown,Unknown,http://www.tate.org.uk/art/artists/alfred-elmore-171
16988,"El-Salahi, Ibrahim",None,1930,As-Sudan,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ibrahim-el-salahi-16988
8145,"Eluard, Nusch",None,1906,Mulhouse,France,1945,Paris,France,http://www.tate.org.uk/art/artists/nusch-eluard-8145
8147,"Eluard, Paul",None,1895,Saint Denis-de-l'Hôtel,France,1952,Charenton-le-Pont,France,http://www.tate.org.uk/art/artists/paul-eluard-8147
1054,"Elwell, Frederick W.",None,1870,Beverley,United Kingdom,1958,Unknown,Unknown,http://www.tate.org.uk/art/artists/frederick-w-elwell-1054
1055,"Elwyn, John",None,1916,Newcastle Emlyn,United Kingdom,1997,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-elwyn-1055
1056,"Emanuel, Frank L.",None,1865,London,United Kingdom,1948,London,United Kingdom,http://www.tate.org.uk/art/artists/frank-l-emanuel-1056
1057,"Emett, Rowland",None,1906,London,United Kingdom,1990,Sussex,United Kingdom,http://www.tate.org.uk/art/artists/rowland-emett-1057
1058,"Emilian, Céline",None,1902,Paris,France,1981,Unknown,Unknown,http://www.tate.org.uk/art/artists/celine-emilian-1058
2590,"Emin, Tracey",None,1963,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tracey-emin-2590
14475,"Eneroth, Joakim",None,1969,Sverige,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/joakim-eneroth-14475
1059,"Engelbach, Florence",None,1872,Jerez de la Frontera,España,1951,Unknown,Unknown,http://www.tate.org.uk/art/artists/florence-engelbach-1059
12112,"English, Simon",None,1959,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/simon-english-12112
1060,"Ensor, James",None,1860,Oostende,België,1949,Oostende,België,http://www.tate.org.uk/art/artists/james-ensor-1060
13597,"Epstein, Mitch",None,1952,Holyoke,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mitch-epstein-13597
1061,"Epstein, Sir Jacob",None,1880,New York,United States,1959,London,United Kingdom,http://www.tate.org.uk/art/artists/sir-jacob-epstein-1061
1062,"Erlanger, Rodolphe d'",None,1872,Boulogne-Billancourt,France,1932,Tunis,Tunis,http://www.tate.org.uk/art/artists/rodolphe-derlanger-1062
