id,name,gender,yearOfBirth,birthCity,birthState,yearOfDeath,deathCity,deathState,url
10093,"Abakanowicz, Magdalena",None,1930,Polska,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/magdalena-abakanowicz-10093
0,"Abbey, Edwin Austin",None,1852,Philadelphia,United States,1911,London,United Kingdom,http://www.tate.org.uk/art/artists/edwin-austin-abbey-0
2756,"Abbott, Berenice",None,1898,Springfield,United States,1991,Monson,United States,http://www.tate.org.uk/art/artists/berenice-abbott-2756
1,"Abbott, Lemuel Francis",None,1760,Leicestershire,United Kingdom,1803,London,United Kingdom,http://www.tate.org.uk/art/artists/lemuel-francis-abbott-1
622,"Abrahams, Ivor",None,1935,Wigan,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ivor-abrahams-622
2606,Absalon,None,1964,Tel Aviv-Yafo,Yisra'el,1993,Paris,France,http://www.tate.org.uk/art/artists/absalon-2606
9550,"Abts, Tomma",None,1967,Kiel,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tomma-abts-9550
623,"Acconci, Vito",None,1940,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/vito-acconci-623
624,"Ackling, Roger",None,1947,Isleworth,United Kingdom,2014,Unknown,Unknown,http://www.tate.org.uk/art/artists/roger-ackling-624
625,"Ackroyd, Norman",None,1938,Leeds,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/norman-ackroyd-625
2411,"Adam, Robert",None,1728,Kirkcaldy,United Kingdom,1792,London,United Kingdom,http://www.tate.org.uk/art/artists/robert-adam-2411
626,"Adams, Harry William",None,1868,Worcester,United Kingdom,1947,Worcester,United Kingdom,http://www.tate.org.uk/art/artists/harry-william-adams-626
627,"Adams, Norman",None,1927,London,United Kingdom,2005,Unknown,Unknown,http://www.tate.org.uk/art/artists/norman-adams-627
628,"Adams, Robert",None,1917,Northampton,United Kingdom,1984,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-adams-628
629,"Adeney, Bernard",None,1878,London,United Kingdom,1966,Unknown,Unknown,http://www.tate.org.uk/art/artists/bernard-adeney-629
630,"Adler, Jankel",None,1895,Tuszyn,Polska,1949,Aldbourne,United Kingdom,http://www.tate.org.uk/art/artists/jankel-adler-630
2608,"Adshead, Mary",None,1904,London,United Kingdom,1995,Hampstead,United Kingdom,http://www.tate.org.uk/art/artists/mary-adshead-2608
631,"Adzak, Roy",None,1927,Reading,United Kingdom,1987,Paris,France,http://www.tate.org.uk/art/artists/roy-adzak-631
632,Afro,None,1912,Udine,Italia,1976,Zürich,Schweiz,http://www.tate.org.uk/art/artists/afro-afro-basaldella-632
633,"Agar, Eileen",None,1899,Ayacucho,Argentina,1991,London,United Kingdom,http://www.tate.org.uk/art/artists/eileen-agar-633
2,"Agasse, Jacques Laurent",None,1767,Genève,Schweiz,1849,London,United Kingdom,http://www.tate.org.uk/art/artists/jacques-laurent-agasse-2
3098,"Ahtila, Eija-Liisa",None,1959,Hämeenlinna,Suomi,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/eija-liisa-ahtila-3098
8208,"Ai, Weiwei",None,1957,Beijing,Zhonghua,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ai-weiwei-8208
634,"Aitchison, Craigie",None,1926,Edinburgh,United Kingdom,2009,Unknown,Unknown,http://www.tate.org.uk/art/artists/craigie-aitchison-634
635,"Ajmone, Giuseppe",None,1923,Carpignano Sesia,Italia,2005,Unknown,Unknown,http://www.tate.org.uk/art/artists/giuseppe-ajmone-635
14744,"Aksel, Erdag",None,1953,Izmir,Türkiye,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/erdag-aksel-14744
7794,"Al-Ani, Jananne",None,1966,Kirkuk,Al-‘Iraq,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jananne-al-ani-7794
3067,"Albers, Anni",None,1899,Berlin,Deutschland,1994,Orange,United States,http://www.tate.org.uk/art/artists/anni-albers-3067
636,"Albers, Josef",None,1888,Bottrop,Deutschland,1976,New Haven,United States,http://www.tate.org.uk/art/artists/josef-albers-636
637,"Albright, Ivan",None,1897,Chicago,United States,1983,Woodstock,United States,http://www.tate.org.uk/art/artists/ivan-albright-637
638,"Aldridge, John",None,1905,Greenwich,United Kingdom,1983,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-aldridge-638
639,"Alechinsky, Pierre",None,1927,Bruxelles,België,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/pierre-alechinsky-639
640,"Alexander, Edwin",None,1870,Edinburgh,United Kingdom,1926,Musselburgh,United Kingdom,http://www.tate.org.uk/art/artists/edwin-alexander-640
2470,"Alexander, William",None,1767,Maidstone,United Kingdom,1816,Maidstone,United Kingdom,http://www.tate.org.uk/art/artists/william-alexander-2470
11315,"Alimpiev, Victor",None,1973,Moskva,Rossiya,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/victor-alimpiev-11315
2472,Alken Family,None,1756,Unknown,Unknown,1894,Unknown,Unknown,http://www.tate.org.uk/art/artists/alken-family-2472
3,"Alken, Henry Thomas",None,1785,London,United Kingdom,1851,London,United Kingdom,http://www.tate.org.uk/art/artists/henry-thomas-alken-3
2471,"Alken, Samuel, Senior",None,1756,London,United Kingdom,1815,London,United Kingdom,http://www.tate.org.uk/art/artists/samuel-alken-senior-2471
2473,"Allan, David",None,1744,Alloa,United Kingdom,1796,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/david-allan-2473
641,"Allan, Julian Phelps",None,1892,Southampton,United Kingdom,1996,Unknown,Unknown,http://www.tate.org.uk/art/artists/julian-phelps-allan-641
4,"Allan, Sir William",None,1782,Edinburgh,United Kingdom,1850,Edinburgh,United Kingdom,http://www.tate.org.uk/art/artists/sir-william-allan-4
2304,"Allen, George Warner",None,1916,Paris,France,1988,Wallingford,United Kingdom,http://www.tate.org.uk/art/artists/george-warner-allen-2304
5,"Allen, Joseph William",None,1803,Lambeth,United Kingdom,1852,London,United Kingdom,http://www.tate.org.uk/art/artists/joseph-william-allen-5
12153,"Allen, Phillip",None,1967,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/phillip-allen-12153
12520,"Allen, Richard",None,1933,Worcestershire,United Kingdom,1999,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-allen-12520
642,"Alley, Anthea",None,1927,Seremban,Malaysia,1993,Unknown,Unknown,http://www.tate.org.uk/art/artists/anthea-alley-642
643,"Allington, Edward",None,1951,Cumbria,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-allington-643
644,"Allinson, Adrian",None,1890,London,United Kingdom,1959,Unknown,Unknown,http://www.tate.org.uk/art/artists/adrian-allinson-644
2273,"Allom, Thomas",None,1804,London,United Kingdom,1872,Barnes,United Kingdom,http://www.tate.org.uk/art/artists/thomas-allom-2273
6259,"Allora, Jennifer",None,1974,Philadelphia,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jennifer-allora-6259
6,"Alma-Tadema, Sir Lawrence",None,1836,Dronrijp,Nederland,1912,Wiesbaden,Deutschland,http://www.tate.org.uk/art/artists/sir-lawrence-alma-tadema-6
12989,"Almeida, Helena",None,1934,Lisboa,Portugal,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/helena-almeida-12989
2657,"Almond, Darren",None,1971,Wigan,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/darren-almond-2657
7620,"Althamer, Pawel",None,1967,Warszawa,Polska,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/pawel-althamer-7620
645,"Altoon, John",None,1925,Los Angeles,United States,1969,Los Angeles,Unknown,http://www.tate.org.uk/art/artists/john-altoon-645
4427,"Alÿs, Francis",None,1959,Antwerpen,België,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/francis-alys-4427
7,"Amiconi, Giacomo",None,1682,Napoli,Italia,1752,Madrid,España,http://www.tate.org.uk/art/artists/giacomo-amiconi-7
646,"Amiet, Cuno",None,1868,Solothurn,Unknown,1961,Schweiz,Unknown,http://www.tate.org.uk/art/artists/cuno-amiet-646
7533,"Amorales, Carlos",None,1970,Ciudad de México,México,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carlos-amorales-7533
647,"Amuchastegui, Axel",None,1921,Córdoba,España,2002,Unknown,Unknown,http://www.tate.org.uk/art/artists/axel-amuchastegui-647
14647,"Amzalag, Michael",None,1967,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-amzalag-14647
12583,"Anderson, Hurvin",None,1965,Birmingham,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/hurvin-anderson-12583
8,"Anderton, Henry",None,1630,Unknown,Unknown,1665,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-anderton-8
8961,"Andrade Tudela, Armando",None,1975,Lima,Perú,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/armando-andrade-tudela-8961
15587,"Andrade, Jonathas de",None,1982,Maceió,Brasil,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jonathas-de-andrade-15587
648,"Andre, Carl",None,1935,Quincy,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/carl-andre-648
2704,"Andreenko, Michel",None,1894,Odessa,Ukrayina,1982,Paris,France,http://www.tate.org.uk/art/artists/michel-andreenko-mikhail-fedorovich-andriicenko-nechytailo-2704
649,"Andrews, Michael",None,1928,Norwich,United Kingdom,1995,London,United Kingdom,http://www.tate.org.uk/art/artists/michael-andrews-649
9,"Angellis, Peter",None,1685,Dunkerque,France,1734,Rennes,France,http://www.tate.org.uk/art/artists/peter-angellis-9
650,"Annesley, David",None,1936,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-annesley-650
5221,Anonymous,None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/anonymous-5221
651,"Anquetin, Louis",None,1861,Eure,France,1932,Paris,France,http://www.tate.org.uk/art/artists/louis-anquetin-651
652,"Anrep, Boris",None,1883,Sankt-Peterburg,Rossiya,1969,Unknown,Unknown,http://www.tate.org.uk/art/artists/boris-anrep-652
13677,"Ansarinia, Nazgol",None,1979,Tehran,Îran,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/nazgol-ansarinia-13677
10,"Ansdell, Richard",None,1815,Liverpool,United Kingdom,1885,London,United Kingdom,http://www.tate.org.uk/art/artists/richard-ansdell-10
12475,"Anselmo, Giovanni",None,1934,Piemonte,Italia,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/giovanni-anselmo-12475
15135,"Ant Farm (Chip Lord, born 1944, Doug Michels, 1943-2003, Curtis Schreier, born 1944)",None,0,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ant-farm-chip-lord-born-1944-doug-michels-1943-2003-curtis-schreier-born-1944-15135
11604,"Antin, Eleanor",None,1935,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/eleanor-antin-11604
653,"Anuszkiewicz, Richard",None,1930,Erie,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-anuszkiewicz-653
10241,"Apóstol, Alexander",None,1969,Barquisimeto,Venezuela,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/alexander-apostol-10241
654,"Appel, Karel",None,1921,Amsterdam,Nederland,2006,Zürich,Schweiz,http://www.tate.org.uk/art/artists/karel-appel-654
655,"Appelbee, Leonard",None,1914,Fulham,United Kingdom,2000,Unknown,Unknown,http://www.tate.org.uk/art/artists/leonard-appelbee-655
656,"Appleyard, Fred",None,1874,Middlesbrough,United Kingdom,1963,Hampshire,United Kingdom,http://www.tate.org.uk/art/artists/fred-appleyard-656
2364,"Araeen, Rasheed",None,1935,Karachi,Pakistan,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/rasheed-araeen-2364
657,"Arakawa, Shusaku",None,1936,Nagoya,Nihon,2010,New York,United States,http://www.tate.org.uk/art/artists/shusaku-arakawa-657
2752,"Araki, Nobuyoshi",None,1940,Tokyo,Nihon,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/nobuyoshi-araki-2752
10494,"Araujo, Juan",None,1971,Caracas,Venezuela,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/juan-araujo-10494
5271,"Arbus, Diane",None,1923,New York,United States,1971,New York,United States,http://www.tate.org.uk/art/artists/diane-arbus-5271
12604,"Arcangel, Cory",None,1978,Buffalo,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/cory-arcangel-12604
658,"Archipenko, Alexander",None,1887,Kiyev,Ukrayina,1964,New York,United States,http://www.tate.org.uk/art/artists/alexander-archipenko-658
659,"Ardizzone, Edward",None,1900,Hai Phìng,Viet Nam,1979,Kent,United Kingdom,http://www.tate.org.uk/art/artists/edward-ardizzone-659
660,"Ardon, Mordecai",None,1896,Tuchów,Polska,1992,Yerushalayim,Mehoz,http://www.tate.org.uk/art/artists/mordecai-ardon-660
661,"Arikha, Avigdor",None,1929,Radauti,România,2010,Paris,France,http://www.tate.org.uk/art/artists/avigdor-arikha-661
662,Arman,None,1928,Nice,France,2005,Unknown,Unknown,http://www.tate.org.uk/art/artists/arman-armand-fernandez-662
663,"Armfield, Maxwell Ashby",None,1881,Ringwood,United Kingdom,1972,Unknown,Unknown,http://www.tate.org.uk/art/artists/maxwell-ashby-armfield-663
11,"Armitage, Edward",None,1817,London,United Kingdom,1896,Royal Tunbridge Wells,United Kingdom,http://www.tate.org.uk/art/artists/edward-armitage-11
664,"Armitage, Kenneth",None,1916,Leeds,United Kingdom,2002,Unknown,Unknown,http://www.tate.org.uk/art/artists/kenneth-armitage-664
12,"Armstead, Henry Hugh",None,1828,London,United Kingdom,1905,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-hugh-armstead-12
665,"Armstrong, John",None,1893,Hastings,United Kingdom,1973,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-armstrong-665
13,"Arnald, George",None,1763,Berkshire,United Kingdom,1841,Unknown,Unknown,http://www.tate.org.uk/art/artists/george-arnald-13
666,"Arnatt, Keith",None,1930,Oxford,United Kingdom,2008,Unknown,Unknown,http://www.tate.org.uk/art/artists/keith-arnatt-666
667,"Arp, Jean",None,1886,Strasburg,Deutschland,1966,Basel,Schweiz,http://www.tate.org.uk/art/artists/jean-arp-hans-arp-667
16245,Art & Language (Harold Hurrell),None,1940,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-harold-hurrell-16245
16236,Art & Language (Ian Burn),None,1939,Geelong,Australia,1993,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-ian-burn-16236
16838,Art & Language (Michael Baldwin),None,1945,Chipping Norton,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-michael-baldwin-16838
2202,"Art & Language (Michael Baldwin, born 1945; Mel Ramsden, born 1944)",None,1944,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-michael-baldwin-born-1945-mel-ramsden-born-1944-2202
17138,"Art & Language (Terry Atkinson, born 1939; David Bainbridge, born 1941; Michael Baldwin, born 1945; Harold Hurrell, born",None,1967,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-terry-atkinson-born-1939-david-bainbridge-born-1941-michael-baldwin-born-1945-17138
668,"Art & Language (Terry Atkinson, born 1939; Michael Baldwin, born 1945)",None,1939,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/art-language-terry-atkinson-born-1939-michael-baldwin-born-1945-668
2474,"Artaud, William",None,1763,London,United Kingdom,1823,London,United Kingdom,http://www.tate.org.uk/art/artists/william-artaud-2474
669,"Artschwager, Richard",None,1923,Washington,United States,2013,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-artschwager-669
670,"Askew, Victor",None,1909,Rotherham,United Kingdom,1974,Hertfordshire,United Kingdom,http://www.tate.org.uk/art/artists/victor-askew-670
5229,"Ataman, Kutlug",None,1961,Istanbul,Türkiye,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/kutlug-ataman-5229
6630,"Atay, Fikret",None,1974,Batman,Türkiye,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/fikret-atay-6630
15601,"Atkins, Ed",None,1982,United Kingdom,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ed-atkins-15601
14,"Atkins, Samuel",None,1787,Unknown,Unknown,1808,Unknown,Unknown,http://www.tate.org.uk/art/artists/samuel-atkins-14
671,"Atkinson, Conrad",None,1940,Cumbria,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/conrad-atkinson-671
2412,"Atkinson, John Augustus",None,1775,London,United Kingdom,1830,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-augustus-atkinson-2412
672,"Atkinson, Lawrence",None,1873,Unknown,Unknown,1931,Unknown,Unknown,http://www.tate.org.uk/art/artists/lawrence-atkinson-672
11829,"Atkinson, Terry",None,1939,Barnsley,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/terry-atkinson-11829
673,"Atlan, Jean-Michel",None,1913,Qacentina,Al-Jaza'ir,1960,Paris,France,http://www.tate.org.uk/art/artists/jean-michel-atlan-673
7639,Atlas Group,None,1999,Unknown,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/atlas-group-7639
15557,"Atlas, Charles",None,1958,Saint Louis City,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-atlas-15557
13674,"Attia, Kader",None,1970,Dugny,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/kader-attia-13674
674,"Atwood, Clare",None,1866,Richmond,United Kingdom,1962,Tenterden,United Kingdom,http://www.tate.org.uk/art/artists/clare-atwood-674
675,"Auerbach, Arnold",None,1898,Liverpool,United Kingdom,1978,Unknown,Unknown,http://www.tate.org.uk/art/artists/arnold-auerbach-675
676,"Auerbach, Frank",None,1931,Berlin,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/frank-auerbach-676
14648,"Augustyniak, Mathias",None,1968,Cavaillon,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mathias-augustyniak-14648
15,"Aumonier, James",None,1832,Unknown,Unknown,1911,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-aumonier-15
2398,"Austen, David",None,1960,Harlow,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-austen-2398
677,"Austin, Robert",None,1895,Leicester,United Kingdom,1973,Unknown,Unknown,http://www.tate.org.uk/art/artists/robert-austin-677
5711,"Avedon, Richard",None,1923,New York,United States,2004,San Antonio,United States,http://www.tate.org.uk/art/artists/richard-avedon-5711
10764,"Avery, Charles",None,1973,Oban,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-avery-10764
678,"Avery, Milton",None,1893,Altmar,United States,1965,New York,United States,http://www.tate.org.uk/art/artists/milton-avery-678
2714,"Aviline, François Antoine",None,1727,Unknown,Unknown,1780,Unknown,Unknown,http://www.tate.org.uk/art/artists/francois-antoine-aviline-2714
2479,"Aylesford, Heneage Finch, Fifth Earl of",None,1786,Unknown,Unknown,1859,Unknown,Unknown,http://www.tate.org.uk/art/artists/heneage-finch-fifth-earl-of-aylesford-2479
2480,"Aylesford, Heneage Finch, Fourth Earl of",None,1751,Unknown,Unknown,1812,Unknown,Unknown,http://www.tate.org.uk/art/artists/heneage-finch-fourth-earl-of-aylesford-2480
679,"Ayot, Pierre",None,1943,Québec,Canada,0,Québec,Canada,http://www.tate.org.uk/art/artists/pierre-ayot-679
680,"Ayres, OBE Gillian",None,1930,London,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/gillian-ayres-obe-680
681,"Ayrton, Michael",None,1921,London,United Kingdom,1975,Unknown,Unknown,http://www.tate.org.uk/art/artists/michael-ayrton-681
14743,"Baalbaki, Ayman",None,1975,Marj ‘Uyun,Al-Lubnan,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ayman-baalbaki-14743
13866,"Bäckström, Miriam",None,1967,Stockholm,Sverige,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/miriam-backstrom-13866
682,"Bacon, Francis",None,1909,Dublin,Éire,1992,Madrid,España,http://www.tate.org.uk/art/artists/francis-bacon-682
18070,"Bacon, John",None,1740,Unknown,Unknown,1799,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-bacon-18070
683,"Bacon, John Henry F.",None,1868,London,United Kingdom,1915,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-henry-f-bacon-683
2370,"Bacon, Sir Nathaniel",None,1585,Unknown,Unknown,1627,Unknown,Unknown,http://www.tate.org.uk/art/artists/sir-nathaniel-bacon-2370
12918,"Baehnisch, Ruth",None,1910,Unknown,Unknown,1997,Unknown,Unknown,http://www.tate.org.uk/art/artists/ruth-baehnisch-12918
684,"Baer, Jo",None,1929,Seattle,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jo-baer-684
685,"Baertling, Olle",None,1911,Halmstad,Sverige,1981,Stockholm,Sverige,http://www.tate.org.uk/art/artists/olle-baertling-685
16,"Baily, Edward Hodges",None,1788,Bristol,United Kingdom,1867,Islington,United Kingdom,http://www.tate.org.uk/art/artists/edward-hodges-baily-16
686,"Baj, Enrico",None,1924,Milano,Italia,2003,Unknown,Unknown,http://www.tate.org.uk/art/artists/enrico-baj-686
13678,"Bakhshi Moakhar, Mahmoud",None,1977,Tehran,Îran,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mahmoud-bakhshi-moakhar-13678
687,"Baldessari, John",None,1931,National City,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-baldessari-687
2360,"Balka, Miroslaw",None,1958,Warszawa,Polska,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/miroslaw-balka-2360
688,"Balla, Giacomo",None,1871,Torino,Italia,1958,Roma,Italia,http://www.tate.org.uk/art/artists/giacomo-balla-688
12038,"Ballen, Roger",None,1950,New York,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/roger-ballen-12038
5373,"Baltz, Lewis",None,1945,Newport Beach,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lewis-baltz-5373
690,"Banc, Jef",None,1930,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jef-banc-690
2687,"Banner, Fiona",None,1966,England,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/fiona-banner-2687
691,"Banting, John",None,1902,Chelsea,United Kingdom,1971,Hastings,United Kingdom,http://www.tate.org.uk/art/artists/john-banting-691
692,"Baran, Stefan",None,1922,Dormans,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/stefan-baran-692
4731,"Barclay, Claire",None,1968,Paisley,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/claire-barclay-4731
18,"Barenger, James",None,1780,London,United Kingdom,1831,London,United Kingdom,http://www.tate.org.uk/art/artists/james-barenger-18
12686,"Barham, Anna",None,1974,Sutton Coldfield,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/anna-barham-12686
693,"Barker, Clive",None,1940,Luton,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/clive-barker-693
694,"Barker, Margaret",None,1907,Sydenham,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/margaret-barker-694
19,"Barker, Thomas, of Bath",None,1769,Pontypool,United Kingdom,1847,Bath,United Kingdom,http://www.tate.org.uk/art/artists/thomas-barker-of-bath-19
695,"Barlach, Ernst",None,1870,Wedel,Deutschland,1938,Rostock,Deutschland,http://www.tate.org.uk/art/artists/ernst-barlach-695
20,"Barlow, Francis",None,1626,Unknown,Unknown,1704,London,United Kingdom,http://www.tate.org.uk/art/artists/francis-barlow-20
10908,"Barlow, Phyllida",None,1944,Newcastle upon Tyne,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/phyllida-barlow-10908
2476,"Barnard, Rev. William Henry",None,1767,Unknown,Unknown,1818,Unknown,Unknown,http://www.tate.org.uk/art/artists/rev-william-henry-barnard-2476
2362,"Barney, Matthew",None,1967,San Francisco,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/matthew-barney-2362
696,"Barni, Roberto",None,1939,Pistoia,Italia,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/roberto-barni-696
697,"Barns-Graham, Wilhelmina",None,1912,Saint Andrews,United Kingdom,2004,Unknown,Unknown,http://www.tate.org.uk/art/artists/wilhelmina-barns-graham-697
14953,"Barrada, Yto",None,1971,Paris,France,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/yto-barrada-14953
22,"Barret, George, Junior",None,1767,London,United Kingdom,1842,London,United Kingdom,http://www.tate.org.uk/art/artists/george-barret-junior-22
21,"Barret, George, Senior",None,1728,Dublin,Éire,1784,London,United Kingdom,http://www.tate.org.uk/art/artists/george-barret-senior-21
10168,"Barriball, Anna",None,1972,Plymouth,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/anna-barriball-10168
23,"Barron, Hugh",None,1747,Unknown,Unknown,1791,Unknown,Unknown,http://www.tate.org.uk/art/artists/hugh-barron-23
14311,"Barros, Geraldo de",None,1923,Unknown,Unknown,1998,Unknown,Unknown,http://www.tate.org.uk/art/artists/geraldo-de-barros-14311
2477,"Barrow, Joseph Charles",None,1789,Unknown,Unknown,1802,Unknown,Unknown,http://www.tate.org.uk/art/artists/joseph-charles-barrow-2477
24,"Barry, James",None,1741,Cork,Éire,1806,London,United Kingdom,http://www.tate.org.uk/art/artists/james-barry-24
6882,"Bartana, Yael",None,1970,‘Afula,Yisra'el,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/yael-bartana-6882
2678,"Barth, Uta",None,1958,Berlin,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/uta-barth-2678
698,"Bartlett, Jennifer",None,1941,Long Beach,United States,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/jennifer-bartlett-698
2478,"Bartolozzi, Francesco",None,1727,Firenze,Italia,1815,Lisboa,Portugal,http://www.tate.org.uk/art/artists/francesco-bartolozzi-2478
6217,"Basbaum, Ricardo",None,1961,São Paulo,Brasil,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ricardo-basbaum-6217
699,"Baselitz, Georg",None,1938,Sachsen,Deutschland,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/georg-baselitz-699
700,"Baskin, Leonard",None,1922,New Brunswick,United States,2000,Northampton,United States,http://www.tate.org.uk/art/artists/leonard-baskin-700
4915,"Batchelor, David",None,1955,Dundee,United Kingdom,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-batchelor-4915
25,"Bateman, James",None,1815,Unknown,Unknown,1849,Unknown,Unknown,http://www.tate.org.uk/art/artists/james-bateman-25
701,"Bateman, James",None,1893,Kendal,United Kingdom,1959,London,United Kingdom,http://www.tate.org.uk/art/artists/james-bateman-701
26,"Bates, Harry",None,1850,Stevenage,United Kingdom,1899,Saint John's Wood,United Kingdom,http://www.tate.org.uk/art/artists/harry-bates-26
702,"Bates, Maxwell",None,1906,Calgary,Canada,1980,Victoria,Canada,http://www.tate.org.uk/art/artists/maxwell-bates-702
8807,"Batterham, Richard",None,1936,United Kingdom,Unknown,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/richard-batterham-8807
703,"Bauchant, André",None,1873,Château-Renault,France,1958,Montoire-sur-le-Loir,France,http://www.tate.org.uk/art/artists/andre-bauchant-703
704,"Bauer, Marius",None,1867,s Gravenhage,Nederland,1932,Amsterdam,Nederland,http://www.tate.org.uk/art/artists/marius-bauer-704
